ident,type,name,municipality,latitude,longitude,region,takeoffs,landings,total,count_destinations
TN87,small_airport,Montvale Airpark,Maryville, 35.69260025024414,-83.9988021850586,Zentralatlantik,9,34,43,8
TN89,small_airport,Possum Bottom Airport,Whitwell, 35.2584,-85.452698,Zentralatlantik,79,149,228,37
TN94,small_airport,Robertson Farm Airport,Knoxville, 36.0010986328125,-84.07440185546875,Zentralatlantik,15,9,24,11
TN96,small_airport,Fall Creek Field,Lebanon, 36.04119873046875,-86.3582992553711,Zentralatlantik,82,143,225,26
TN97,small_airport,Triune Airfield,Nashville, 35.8069000244,-86.612197876,Zentralatlantik,227,175,402,68
TN98,small_airport,Sky Ranch Airport,Knoxville, 35.88560104370117,-83.95770263671875,Zentralatlantik,468,393,861,82
TN99,small_airport,Pensinger Airport,Greeneville, 36.2963981628418,-82.7605972290039,Zentralatlantik,13,26,39,8
TNCA,medium_airport,Queen Beatrix International Airport,Oranjestad, 12.5014,-70.015198,Zentralatlantik,1026,1021,2047,53
TS00,small_airport,Fuller Airport,Fort Worth, 32.78820037841797,-97.18080139160156,Zentralatlantik,509,513,1022,44
TS01,small_airport,Landry STOLport,Geogetown, 30.71269989013672,-97.65029907226562,Zentralatlantik,281,307,588,97
TS02,small_airport,One Sixty Four Place Airport,Jacksboro, 33.119598388671875,-98.23059844970703,Zentralatlantik,12,34,46,6
TS03,small_airport,Bryant's Landing Airport,Walnut Springs, 32.061500549316406,-97.73780059814453,Zentralatlantik,4,5,9,4
TS08,small_airport,Kubecka Aviation Airport,Ganado, 29.083599,-96.500298,Zentralatlantik,1,14,15,1
TS11,small_airport,Glenmar Airport,Campbell, 33.10710144042969,-95.93000030517578,Zentralatlantik,53,47,100,18
TS18,small_airport,Kingsland Estates Airport,Kingsland, 30.654399871826172,-98.47859954833984,Zentralatlantik,18,15,33,16
TS25,closed,Mynatt Field,South Sulphur, 33.269798,-96.022499,Zentralatlantik,46,36,82,15
TS27,small_airport,River Field,Columbus, 29.71619987,-96.59140015,Zentralatlantik,19,74,93,15
TS29,small_airport,Liberty Hill International Airport,Eddy, 31.294599533099998,-97.29699707030001,Zentralatlantik,82,114,196,47
TS35,small_airport,West Liberty Airport,Dayton, 30.058300018310547,-94.97810363769531,Zentralatlantik,1,238,239,1
TS36,small_airport,Silver Wings Airport,Fredricksburg, 30.219600677490234,-99.14080047607422,Zentralatlantik,3,17,20,3
TS40,small_airport,Celina Field,Celina, 33.312801361083984,-96.76390075683594,Zentralatlantik,8,5,13,4
TS44,small_airport,Dry Branch Ranch Airport,Pattison, 29.84000015258789,-96.02330017089844,Zentralatlantik,0,3,3,0
TS47,small_airport,Rock Creek Ranch Airport,Whitt, 32.9687,-98.0119,Zentralatlantik,26,54,80,17
TS50,small_airport,Austinia Airport,Texas City, 29.417499542236328,-94.99829864501953,Zentralatlantik,10,12,22,6
TS53,heliport,Tecma Heliport,El Paso, 31.774861,-106.470681,Zentralatlantik,6,2039,2045,4
TS54,small_airport,Flying B Airport,Pickton, 33.014801025390625,-95.43440246582031,Zentralatlantik,20,48,68,17
TS55,small_airport,Bat Cave Field,Garden Ridge, 29.671899795532227,-98.30449676513672,Zentralatlantik,26,58,84,17
TS57,small_airport,Red Ace Ranch Airport,Decatur, 33.241798400878906,-97.62110137939453,Zentralatlantik,67,38,105,38
TS61,small_airport,Little 'L' Ranch Airport,Glen Rose, 32.211700439453125,-97.64219665527344,Zentralatlantik,43,35,78,33
TS63,small_airport,Square Air Airport,Mc Kinney, 33.24589920043945,-96.56420135498047,Zentralatlantik,32,719,751,17
TS67,small_airport,Kitty Hawk Flying Field,Garden Ridge, 29.625200271606445,-98.2780990600586,Zentralatlantik,308,228,536,95
TS71,small_airport,Flying B Ranch Airport,Ovilla, 32.52790069580078,-96.94390106201172,Zentralatlantik,26,45,71,17
TS73,small_airport,Stubbs Strip,Fort Worth, 32.77510070800781,-97.48780059814453,Zentralatlantik,28,24,52,19
TS74,small_airport,Glass Airport,Sanger, 33.36259841918945,-97.29450225830078,Zentralatlantik,10,14,24,9
TS76,small_airport,Redstone Ranch Airport,Stonewall, 30.250200271606445,-98.5947036743164,Zentralatlantik,10,14,24,9
TS80,closed,Mc Alister Farm Airport,Electra, 34.1306,-98.903099,Zentralatlantik,13,33,46,11
TS85,small_airport,Diamond J Airport,Pottsboro, 33.81060028076172,-96.70390319824219,Zentralatlantik,11,25,36,10
TS87,small_airport,Bridle Ridge Airport,Navasota, 30.417999267578125,-96.07939910888672,Zentralatlantik,14,44,58,14
TS89,small_airport,Parker Airport,Granbury, 32.35110092163086,-97.80870056152344,Zentralatlantik,30,23,53,23
TS90,small_airport,Bayless Airport,Rosharon, 29.40250015258789,-95.43190002441406,Zentralatlantik,8,7,15,3
TS92,small_airport,Little Peach Airport,Temple, 31.214599609375,-97.42669677734375,Zentralatlantik,47,91,138,29
TTPP,medium_airport,Piarco International Airport,Port of Spain, 10.595399856567383,-61.33720016479492,Zentralatlantik,1,0,1,1
TVSA,medium_airport,Argyle International Airport,Kingstown, 13.156695,-61.149945,Zentralatlantik,110,55,165,11
TVSB,medium_airport,J F Mitchell Airport,Bequia, 12.9884004593,-61.2620010376,Zentralatlantik,5,42,47,4
TVSC,medium_airport,Canouan Airport,Canouan, 12.699,-61.3424,Zentralatlantik,29,2,31,12
TVSM,medium_airport,Mustique Airport,Mustique Island, 12.887900352478027,-61.180198669433594,Zentralatlantik,12,57,69,2
TVSU,medium_airport,Union Island International Airport,Union Island, 12.60013484954834,-61.41194534301758,Zentralatlantik,1,2,3,1
TVSV,closed,E. T. Joshua Airport,Kingstown, 13.1443,-61.210899,Zentralatlantik,3,8,11,2
TX00,small_airport,Abilene Executive Airpark,Abilene, 32.44889831542969,-99.62000274658203,Zentralatlantik,2,2,4,2
TX02,small_airport,Portlock Airfield,Abilene, 32.5265007019043,-99.61289978027344,Zentralatlantik,0,1,1,0
TX03,small_airport,Stapleton Field,Abbott, 31.875200271606445,-97.06690216064453,Zentralatlantik,42,186,228,15
TX04,small_airport,Lucky Star Ranch Airport,Brenham, 30.2911944,-96.5268611,Zentralatlantik,0,7,7,0
TX05,small_airport,Bud Dryden Airport,Austin, 30.2605,-97.625298,Zentralatlantik,182,227,409,40
TX09,small_airport,Cunningham Airpark,New Braunfels, 29.675556,-98.012778,Zentralatlantik,113,58,171,71
TX11,small_airport,Ross Planes Airport,Cross Plains, 32.13999938964844,-99.15869903564453,Zentralatlantik,0,1,1,0
TX12,small_airport,Kidd-Private Airport,Denison, 33.80839920043945,-96.60859680175781,Zentralatlantik,23,23,46,20
TX15,small_airport,Beggs Ranch/Aledo/ Airport,Aledo, 32.75149917602539,-97.61280059814453,Zentralatlantik,184,173,357,89
TX21,small_airport,Hornady Ranch Airport,Archer City, 33.477901458740234,-98.54759979248047,Zentralatlantik,1,13,14,1
TX22,small_airport,Leroux Airport,Argyle, 33.10179901123047,-97.15499877929688,Zentralatlantik,43,96,139,33
TX23,small_airport,Flf Gliderport,Briggs, 30.856300354003906,-97.9458999633789,Zentralatlantik,4,10,14,4
TX25,small_airport,Lochridge Ranch Airport,Athens, 31.989299774169922,-95.95110321044922,Zentralatlantik,33,35,68,24
TX29,small_airport,Flying O Airport,Bardwell, 32.28900146484375,-96.70439910888672,Zentralatlantik,21,15,36,18
TX32,small_airport,Bar V K Airport,Bolivar, 33.376399993896484,-97.24330139160156,Zentralatlantik,25,49,74,18
TX33,small_airport,Haire Airport,Sanger, 33.341800689697266,-97.30860137939453,Zentralatlantik,5,18,23,5
TX34,small_airport,Windy Tales Airport,Mineral Wells, 32.848415374800005,-97.9843063354,Zentralatlantik,77,48,125,42
TX35,small_airport,Key's Ranch Airport,Boxelder/Lydia, 33.443199157714844,-94.81410217285156,Zentralatlantik,0,2,2,0
TX36,small_airport,Green Ranch Airport,Breckenridge, 32.833499908447266,-99.04199981689453,Zentralatlantik,0,7,7,0
TX37,small_airport,Flying S Ranch Airport,Bridgeport, 33.13180160522461,-97.76860046386719,Zentralatlantik,62,68,130,19
TX39,small_airport,Ruby Field,Era, 33.47719955444336,-97.25060272216797,Zentralatlantik,31,43,74,22
TX40,small_airport,Echo Lake Airport,Brownsboro, 32.25429916381836,-95.65579986572266,Zentralatlantik,95,146,241,63
TX41,small_airport,Pippen-York Ranch Airport,Blanco, 30.091299057006836,-98.36470031738281,Zentralatlantik,5,13,18,5
TX42,small_airport,Fair Weather Field,Monaville, 29.9375,-96.0394439697,Zentralatlantik,0,2,2,0
TX43,small_airport,Goode Field,Canton, 32.5098991394043,-96.00270080566406,Zentralatlantik,15,18,33,14
TX45,small_airport,Hawkeye Hunting Club Airport,Center, 31.766799926757812,-97.12940216064453,Zentralatlantik,34,116,150,19
TX46,small_airport,Blackwood Airpark,Cleburne, 32.40959930419922,-97.38719940185547,Zentralatlantik,28,26,54,15
TX47,small_airport,Sandy Creek Ranch Airfield,Revenna, 33.7076835632,-96.2238464355,Zentralatlantik,33,29,62,26
TX48,small_airport,Talley Airport,Clifton, 31.832222,-97.718889,Zentralatlantik,2,5,7,2
TX49,small_airport,Biggin Hill Airport,Hockley, 30.11829948425293,-95.86000061035156,Zentralatlantik,0,3,3,0
TX51,small_airport,Smith Airport,Corsicana, 32.20009994506836,-96.32939910888672,Zentralatlantik,1,1,2,1
TX52,small_airport,Parrish Airstrip,Cranfills Gap, 31.794599533081055,-97.7739028930664,Zentralatlantik,1,4,5,1
TX56,small_airport,Douglass Ranch Airport,Freer, 27.715499877929688,-98.70249938964844,Zentralatlantik,0,2,2,0
TX61,closed,Baker's Place Airport,Elgin, 30.3302,-97.4589,Zentralatlantik,25,77,102,21
TX62,small_airport,Rhodes Ranch Airport,Mineola, 32.63349914550781,-95.43910217285156,Zentralatlantik,12,47,59,10
TX64,small_airport,Lazy 9 Ranch Airport,Decatur, 33.29930114746094,-97.52729797363281,Zentralatlantik,38,14,52,21
TX66,small_airport,Rebel Field,Alta Loma, 29.398799896240234,-95.07849884033203,Zentralatlantik,10,2,12,6
TX67,small_airport,Hodges Air Field,Keene, 32.3606,-97.302498,Zentralatlantik,46,21,67,20
TX68,small_airport,Parker Place Airport,Ector, 33.591800689697266,-96.27660369873047,Zentralatlantik,58,42,100,33
TX70,small_airport,Eberly Ranch Airport,Chappell Hill, 30.0518894196,-96.2182388306,Zentralatlantik,0,6,6,0
TX72,closed,Wood Triple D Airport,Elgin, 30.379132,-97.194843,Zentralatlantik,17,34,51,17
TX74,small_airport,Thomas Flying Field,Parker, 32.26139831542969,-97.27529907226562,Zentralatlantik,8,3,11,4
TX75,small_airport,Sandbur Ranches Private Airport,Franklin, 31.009700775146484,-96.54080200195312,Zentralatlantik,2,9,11,2
TX78,small_airport,Block Ranch Airport,Alvarado, 32.329200744628906,-97.23190307617188,Zentralatlantik,1,0,1,1
TX81,small_airport,Robotek Airport,Gainesville, 33.54999923706055,-97.03810119628906,Zentralatlantik,42,67,109,27
TX82,small_airport,Laguna Park Community Airport,Laguna Park, 31.8636,-97.380898,Zentralatlantik,84,111,195,44
TX91,small_airport,Madeira Airpark,Garland, 32.90760040283203,-96.5969009399414,Zentralatlantik,389,391,780,44
TX92,small_airport,Green Airport,Georgetown, 30.59600067138672,-97.66940307617188,Zentralatlantik,109,222,331,56
TX93,small_airport,Wright Ranch Airport,Glen Rose, 32.16680145263672,-97.83360290527344,Zentralatlantik,7,6,13,4
TX94,small_airport,Flying D Ranch Airport,Era, 33.4529,-97.276703,Zentralatlantik,12,9,21,11
TX95,small_airport,Coppenger Farm Airport,Godley, 32.41400146484375,-97.5322036743164,Zentralatlantik,54,57,111,31
TX96,small_airport,Maxwell Field,Sanger, 33.39929962158203,-97.25700378417969,Zentralatlantik,8,6,14,8
TX97,small_airport,Cade Field,Cranfills Gap, 31.76490020751953,-97.79640197753906,Zentralatlantik,4,16,20,3
TX98,closed,Hawkins Private Airport,Godley, 32.475101,-97.5009,Zentralatlantik,18,10,28,13
TXKF,medium_airport,L.F. Wade International International Airport,Hamilton, 32.36399841308594,-64.67870330810547,Zentralatlantik,525,536,1061,85
UA34,small_airport,Chardara Airport,Shardara, 41.2765007019043,67.97100067138672,Ehemalige Sowjetunion,0,1,1,0
UAAA,large_airport,Almaty Airport,Almaty, 43.35210037231445,77.04049682617188,Ehemalige Sowjetunion,637,606,1243,59
UAAR,small_airport,Boralday Airport,Aima Ata, 43.35260009765625,76.88369750976562,Ehemalige Sowjetunion,5,11,16,5
UAFG,small_airport,Cholpon-Ata Airport,Cholpon-Ata, 42.6537017822,77.05670166019999,Ehemalige Sowjetunion,0,1,1,0
UAFL,medium_airport,Issyk-Kul International Airport,Tamchy, 42.58792,76.713046,Ehemalige Sowjetunion,22,23,45,7
UAII,medium_airport,Shymkent Airport,Shymkent, 42.364200592041016,69.47889709472656,Ehemalige Sowjetunion,163,172,335,9
UASS,medium_airport,Semipalatinsk Airport,Semey, 50.351295,80.234398,Ehemalige Sowjetunion,45,63,108,3
UATE,medium_airport,Aktau Airport,Aktau, 43.8601,51.091999,Ehemalige Sowjetunion,11,9,20,3
UATG,medium_airport,Atyrau Airport,Atyrau, 47.12189865112305,51.8213996887207,Ehemalige Sowjetunion,11,6,17,4
UAUU,medium_airport,Kostanay West Airport,Kostanay, 53.20690155029297,63.55030059814453,Ehemalige Sowjetunion,35,18,53,3
UBBB,large_airport,Heydar Aliyev International Airport,Baku, 40.467498779296875,50.04669952392578,Ehemalige Sowjetunion,6,6,12,6
UG22,medium_airport,Tbilisi Marneuli Air Base,Tbilisi, 41.45920181274414,44.783199310302734,Ehemalige Sowjetunion,0,2,2,0
UG24,medium_airport,Tbilisi Soganlug Air Base,Tbilisi, 41.649200439453125,44.9364013671875,Ehemalige Sowjetunion,0,16,16,0
UGMM,small_airport,Mukhrani Airport,, 41.916,44.566,Ehemalige Sowjetunion,1,2,3,1
UGTB,large_airport,Tbilisi International Airport,Tbilisi, 41.6692008972,44.95470047,Ehemalige Sowjetunion,0,60,60,0
UHBB,medium_airport,Ignatyevo Airport,Blagoveschensk, 50.42539978027344,127.41200256347656,Ehemalige Sowjetunion,291,247,538,15
UHWW,medium_airport,Vladivostok International Airport,Vladivostok, 43.39899826049805,132.1479949951172,Ehemalige Sowjetunion,282,292,574,23
UIII,medium_airport,Irkutsk Airport,Irkutsk, 52.268001556396,104.38899993896,Ehemalige Sowjetunion,193,191,384,15
UK61,small_airport,Cherlyany Airport,Gorodok, 49.7379,23.6689,Ehemalige Sowjetunion,2,65,67,2
UKBB,large_airport,Boryspil International Airport,Kiev, 50.345001220703125,30.894699096679688,Ehemalige Sowjetunion,3035,3014,6049,157
UKFF,large_airport,Simferopol International Airport,Simferopol, 45.0522,33.975101,Ehemalige Sowjetunion,2,0,2,2
UKKE,medium_airport,Cherkasy International Airport,Cherkasy, 49.41559982299805,31.99530029296875,Ehemalige Sowjetunion,0,1,1,0
UKKH,small_airport,Chepelevka Airport,Uzin, 49.79059982299805,30.4414005279541,Ehemalige Sowjetunion,6,13,19,2
UKKK,medium_airport,Kiev Zhuliany International Airport,Kiev, 50.40194,30.45194,Ehemalige Sowjetunion,1081,1050,2131,135
UKKM,medium_airport,Gostomel Airport,Kiev, 50.60350036621094,30.1919002532959,Ehemalige Sowjetunion,25,33,58,11
UKKO,medium_airport,Ozerne Air Base,Zhytomyr, 50.158298,28.7383,Ehemalige Sowjetunion,0,2,2,0
UKKT,closed,Svyatoshyn Airport,Svyatoshyn, 50.478889,30.385834,Ehemalige Sowjetunion,21,24,45,6
UKKV,small_airport,Zhytomyr Airport,, 50.270556,28.738611,Ehemalige Sowjetunion,5,9,14,3
UKLI,medium_airport,Ivano-Frankivsk International Airport,Ivano-Frankivsk, 48.88420104980469,24.686100006103516,Ehemalige Sowjetunion,26,25,51,6
UKLL,medium_airport,Lviv International Airport,Lviv, 49.8125,23.956100463867188,Ehemalige Sowjetunion,314,339,653,40
UKLU,medium_airport,Uzhhorod International Airport,Uzhhorod, 48.634300231933594,22.263399124145508,Ehemalige Sowjetunion,0,1,1,0
UKVN,small_airport,Nalivaykovka,, 50.479167,29.735833,Ehemalige Sowjetunion,5,12,17,3
UKWW,small_airport,Vinnytsia/Gavyryshivka Airport,Vinnitsa, 49.242531,28.613778,Ehemalige Sowjetunion,2,2,4,2
ULAK,medium_airport,Severomorsk-1 Naval Air Base,Severomorsk, 69.03166961669922,33.418331146240234,Ehemalige Sowjetunion,3,3,6,1
ULLI,large_airport,Pulkovo Airport,St. Petersburg, 59.80030059814453,30.262500762939453,Ehemalige Sowjetunion,3702,3240,6942,120
ULLP,medium_airport,Pushkin Airport,St. Petersburg, 59.685001,30.338301,Ehemalige Sowjetunion,10,112,122,7
ULMM,medium_airport,Murmansk Airport,Murmansk, 68.78170013427734,32.75080108642578,Ehemalige Sowjetunion,713,680,1393,20
UMBB,medium_airport,Brest Airport,Brest, 52.108299,23.8981,Ehemalige Sowjetunion,1,2,3,1
UMGG,medium_airport,Gomel Airport,Gomel, 52.527000427246094,31.016700744628906,Ehemalige Sowjetunion,8,12,20,5
UMKK,medium_airport,Khrabrovo Airport,Kaliningrad, 54.88999938964844,20.592599868774414,Ehemalige Sowjetunion,114,202,316,10
UMLI,small_airport,Minsk Machulishchy Airport,Minsk, 53.773300170899994,27.579999923699997,Ehemalige Sowjetunion,26,25,51,5
UMMG,medium_airport,Hrodna Airport,Hrodna, 53.60200119018555,24.053800582885742,Ehemalige Sowjetunion,1,0,1,1
UMMM,closed,Minsk 1 Airport,Minsk, 53.864498,27.5397,Ehemalige Sowjetunion,1,2,3,1
UMMR,small_airport,Ross Air Base,Ross, 53.303,24.369,Ehemalige Sowjetunion,0,1,1,0
UMMS,large_airport,Minsk National Airport,Minsk, 53.882499694824,28.030700683594,Ehemalige Sowjetunion,1162,1162,2324,89
UMNM,small_airport,Novo-Pashkovo Airport,Mahiylow, 53.945,30.244,Ehemalige Sowjetunion,1,1,2,1
UMNV,small_airport,Pruzhany Air Base,Pruzhany, 52.582295731799995,24.379863739,Ehemalige Sowjetunion,0,1,1,0
UMOO,medium_airport,Mogilev Airport,Mogilev, 53.954898834228516,30.09510040283203,Ehemalige Sowjetunion,1,0,1,1
UNEE,medium_airport,Kemerovo Airport,Kemerovo, 55.27009963989258,86.1072006225586,Ehemalige Sowjetunion,198,177,375,11
UNTT,medium_airport,Bogashevo Airport,Tomsk, 56.380298614502,85.208297729492,Ehemalige Sowjetunion,200,192,392,12
UNWW,medium_airport,Spichenkovo Airport,Novokuznetsk, 53.811401,86.877197,Ehemalige Sowjetunion,127,113,240,9
URKA,medium_airport,Anapa Vityazevo Airport,Anapa, 45.002101898193,37.347301483154,Ehemalige Sowjetunion,644,673,1317,24
URMG,medium_airport,Khankala Air Base,Grozny, 43.298099517822266,45.78409957885742,Ehemalige Sowjetunion,0,1,1,0
URML,medium_airport,Uytash Airport,Makhachkala, 42.81679916381836,47.65230178833008,Ehemalige Sowjetunion,16,8,24,5
URWA,medium_airport,Astrakhan Airport,Astrakhan, 46.2832984924,48.0063018799,Ehemalige Sowjetunion,227,205,432,12
USCC,medium_airport,Chelyabinsk Balandino Airport,Chelyabinsk, 55.305801,61.5033,Ehemalige Sowjetunion,0,9,9,0
USCG,small_airport,Chelyabinsk Shagol Airport,, 55.2599983215332,61.29999923706055,Ehemalige Sowjetunion,0,3,3,0
USPB,small_airport,Bakharevka Airport,Perm, 57.951698303222656,56.19499969482422,Ehemalige Sowjetunion,6,70,76,5
USPP,medium_airport,Bolshoye Savino Airport,Perm, 57.914501190186,56.021198272705,Ehemalige Sowjetunion,463,499,962,25
USSK,medium_airport,Uktus Airport,Yekaterinburg, 56.701698303222656,60.790000915527344,Ehemalige Sowjetunion,216,253,469,35
USSS,large_airport,Koltsovo Airport,Yekaterinburg, 56.743099212646,60.802700042725,Ehemalige Sowjetunion,155,664,819,30
USTL,small_airport,Plekhanovo Airport,Tyumen, 57.143333435058594,65.46833038330078,Ehemalige Sowjetunion,0,1,1,0
USTR,medium_airport,Roshchino International Airport,Tyumen, 57.189601898199996,65.3243026733,Ehemalige Sowjetunion,0,2,2,0
USUU,medium_airport,Kurgan Airport,Kurgan, 55.47529983520508,65.41560363769531,Ehemalige Sowjetunion,3,3,6,1
UT08,small_airport,Camp Williams Airfield,Camp Williams, 40.4319000244,-111.930999756,Ehemalige Sowjetunion,15,15,30,8
UT10,small_airport,Cedar Valley Airport,Eagle Mountain, 40.357201,-112.017997,Ehemalige Sowjetunion,26,27,53,6
UT13,small_airport,Number 18 Airport,South Jordan, 40.563899993896484,-112.01399993896484,Ehemalige Sowjetunion,25,24,49,7
UT15,small_airport,Flying Cal Ute Rancheros Airport,Paragonah, 37.9286003112793,-112.76899719238281,Ehemalige Sowjetunion,7,13,20,2
UT28,small_airport,Sun Valley Estates Airport,Lund, 37.974998474121094,-113.46299743652344,Ehemalige Sowjetunion,14,32,46,4
UT29,small_airport,Jack's Airport,Tremonton, 41.7338981628418,-112.19400024414062,Ehemalige Sowjetunion,416,420,836,25
UT40,small_airport,Payne Field,Syracuse, 41.09830093383789,-112.11599731445312,Ehemalige Sowjetunion,22,318,340,12
UT41,small_airport,Glenmar Ranch Airport,Cedar Fort, 40.33940124511719,-111.9990005493164,Ehemalige Sowjetunion,11,12,23,5
UT43,small_airport,Citabriair Airport,Kanarraville, 37.63610076904297,-113.24700164794922,Ehemalige Sowjetunion,186,129,315,33
UT47,small_airport,Grassy Meadows/Sky Ranch Landowners Assn Airport,Hurricane, 37.1018981934,-113.314002991,Ehemalige Sowjetunion,4,4,8,3
UT48,small_airport,Lbl Farms Airport,Clinton, 41.15019989013672,-112.0989990234375,Ehemalige Sowjetunion,53,300,353,26
UT49,small_airport,Desert Aviation Airport,Delta, 39.45940017700195,-112.65499877929688,Ehemalige Sowjetunion,0,2,2,0
UT54,small_airport,Crystal Springs Ranch Airport,Leeds, 37.253299713134766,-113.33399963378906,Ehemalige Sowjetunion,153,901,1054,24
UT57,small_airport,Sulphurdale Airport,Beaver, 38.5724983215332,-112.59200286865234,Ehemalige Sowjetunion,1,12,13,1
UT80,small_airport,Hamilton Fort Ranch Airport,Cedar City, 37.634700775146484,-113.15899658203125,Ehemalige Sowjetunion,267,208,475,54
UT82,small_airport,Beryl Junction Airport,Beryl, 37.709999084472656,-113.64600372314453,Ehemalige Sowjetunion,8,14,22,6
UT90,small_airport,CAVOK Ranch Airport,Wellsville, 41.585369,-111.9037,Ehemalige Sowjetunion,84,91,175,12
UT99,small_airport,West Desert Airpark,Cedar Valley, 40.243268,-112.092018,Ehemalige Sowjetunion,143,229,372,15
UTTT,large_airport,Tashkent International Airport,Tashkent, 41.257900238,69.2811965942,Ehemalige Sowjetunion,183,76,259,32
UUBC,medium_airport,Grabtsevo Airport,Kaluga, 54.5499992371,36.3666687012,Ehemalige Sowjetunion,2,0,2,1
UUBD,medium_airport,Dyagilevo Air Base,, 54.64469909667969,39.57040023803711,Ehemalige Sowjetunion,0,1,1,0
UUBM,medium_airport,Myachkovo Airport,Moscow, 55.5600013733,37.9850006104,Ehemalige Sowjetunion,32,38,70,11
UUBW,large_airport,Zhukovsky International Airport,Moscow, 55.553299,38.150002,Ehemalige Sowjetunion,180,180,360,26
UUDD,large_airport,Domodedovo International Airport,Moscow, 55.40879821777344,37.90629959106445,Ehemalige Sowjetunion,4046,3346,7392,137
UUEE,large_airport,Sheremetyevo International Airport,Moscow, 55.972599,37.4146,Ehemalige Sowjetunion,6933,6077,13010,214
UUEI,small_airport,Kimry Airfield,Kimry, 56.798302,37.330002,Ehemalige Sowjetunion,0,1,1,0
UUMI,small_airport,Stupino Air Base,Stupino, 54.888,38.147,Ehemalige Sowjetunion,5,84,89,2
UUML,small_airport,Severka Airfield,Voskresensk, 55.206,38.677,Ehemalige Sowjetunion,3,74,77,3
UUMO,medium_airport,Ostafyevo International Airport,Moscow, 55.511667,37.507222,Ehemalige Sowjetunion,112,135,247,38
UUMU,medium_airport,Chkalovskiy Air Base,Moscow, 55.8783,38.061699,Ehemalige Sowjetunion,71,66,137,18
UUWE,medium_airport,Yermolino Air Base,Balabanovo, 55.228333,36.608334,Ehemalige Sowjetunion,0,15,15,0
UUWW,large_airport,Vnukovo International Airport,Moscow, 55.5914993286,37.2615013123,Ehemalige Sowjetunion,4368,3958,8326,235
UUYP,medium_airport,Pechora Airport,Pechora, 65.12110137939453,57.13079833984375,Ehemalige Sowjetunion,1,1,2,1
UUYS,medium_airport,Usinsk Airport,Usinsk, 66.00469970703125,57.3671989440918,Ehemalige Sowjetunion,19,19,38,3
UUYY,medium_airport,Syktyvkar Airport,Syktyvkar, 61.64699935913086,50.84510040283203,Ehemalige Sowjetunion,245,300,545,7
UWKD,large_airport,Kazan International Airport,Kazan, 55.606201171875,49.278701782227,Ehemalige Sowjetunion,416,588,1004,49
UWKE,medium_airport,Begishevo Airport,Nizhnekamsk, 55.564701080322266,52.092498779296875,Ehemalige Sowjetunion,2,3,5,1
UWKG,large_airport,Borisoglebskoye Airport,Kazan, 55.86669921875,49.13330078125,Ehemalige Sowjetunion,0,22,22,0
UWKI,small_airport,Chistopol Airport,Chistopol, 55.3057975769043,50.61598587036133,Ehemalige Sowjetunion,0,2,2,0
UWKS,medium_airport,Cheboksary Airport,Cheboksary, 56.090301513671875,47.3473014831543,Ehemalige Sowjetunion,8,5,13,3
UWLL,medium_airport,Ulyanovsk Baratayevka Airport,Ulyanovsk, 54.26829910279999,48.226699829100006,Ehemalige Sowjetunion,296,296,592,8
UWLS,small_airport,Soldatskaya Tashla Airfield,, 54.0152837323,48.306026458699996,Ehemalige Sowjetunion,0,5,5,0
UWLW,medium_airport,Ulyanovsk East Airport,Ulyanovsk, 54.4010009765625,48.80270004272461,Ehemalige Sowjetunion,19,20,39,8
UWPS,medium_airport,Saransk Airport,Saransk, 54.12512969970703,45.212257385253906,Ehemalige Sowjetunion,0,23,23,0
UWSS,medium_airport,Saratov Central Airport,Saratov, 51.564998626708984,46.04669952392578,Ehemalige Sowjetunion,0,211,211,0
UWWE,small_airport,Verkhneye Sancheleyevo Airfield,Tolyatti, 53.6960966684,49.491519928,Ehemalige Sowjetunion,0,101,101,0
UWWG,medium_airport,Bezymyanka Airfield,Samara, 53.220001220703125,50.32500076293945,Ehemalige Sowjetunion,0,3,3,0
UWWS,small_airport,Smyshlyayevka Airport,Samara, 53.2400016784668,50.375,Ehemalige Sowjetunion,0,6,6,0
UWWT,small_airport,Tolyatti Airport,Tolyatti, 53.596274392400005,49.3781161308,Ehemalige Sowjetunion,0,222,222,0
UWWW,large_airport,Kurumoch International Airport,Samara, 53.504901885986,50.16429901123,Ehemalige Sowjetunion,417,471,888,26
VA00,small_airport,Brook Hill Farm Airport,Steeles Tavern, 37.928199768066406,-79.1781005859375,Südasien,14,51,65,14
VA02,small_airport,Pace Airport,Ridgeway, 36.58539962768555,-79.8938980102539,Südasien,2,2,4,2
VA06,small_airport,Deer Run Airport,Floyd, 36.994300842285156,-80.45449829101562,Südasien,0,1,1,0
VA07,small_airport,Burkes Garden Airport,Tazewell, 37.095699310302734,-81.36930084228516,Südasien,0,7,7,0
VA08,small_airport,Longbranch Airport,Kilmarnock, 37.717098236083984,-76.35880279541016,Südasien,7,8,15,5
VA11,small_airport,White Oak Stand Airport,Chilhowie, 36.807899475097656,-81.70120239257812,Südasien,14,22,36,14
VA12,small_airport,Gravely Airport,Martinsville, 36.64680099487305,-79.7969970703125,Südasien,20,18,38,14
VA13,small_airport,Breezy Knoll Airport,Rustburg, 37.26539993286133,-79.04280090332031,Südasien,0,1,1,0
VA14,small_airport,Southampton Correctional Center Airport,Capron, 36.740699768066406,-77.26270294189453,Südasien,13,9,22,9
